adult,budget,genres,id,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,video,vote_average,vote_count
False,0,"['Horror', 'Thriller', 'History']",916433,"Five military veterans, best friends since childhood, gather together in a Brooklyn brownstone several months after the end of World War II, and the metaphoric ghosts of their past become all-too-literal.",126.239,['United States of America'],2023-03-12,0,93,['English'],Released,Brooklyn 45,False,6.0,37
False,0,"['Drama', 'Mystery', 'Fantasy']",1193640,"At the end of an alley, a “lighting shop” is always lit up, and the mysterious boss carefully wipes every light bulb, while customers of all kinds come and go. A nurse and her boyfriend move into a new apartment near the shop. She gradually discovers that everyone here has a secret that they can’t tell. On a stormy night, she walks into the lighting shop at the end of the alley, and the answers are slowly revealed…",115.925,['China'],2023-12-08,0,0,['普通话'],Released,Love Life Light,False,6.4,5
False,0,"['Crime', 'Action']",783110,"During the 1970s, in Kunchon, there were women divers who were able to dive without equipment, including two best friends Choon-ja and Jin-sook, Jin-sook's brother and Hammer. They always collected seafood under water for living. But, as fewer factories started to be built near the beach, the women divers started to have trouble with what they were doing for living. Without any choice, the ship crews decided to join the smuggling business in the water to seek a way for their living. But the smuggling business in their village got too big for Jin-sook's family to handle and the peaceful village was gradually broken.",113.144,['South Korea'],2023-07-26,0,129,['한국어/조선말'],Released,Smugglers,False,6.6,47
False,0,"['Animation', 'Drama', 'Family']",1106904,"This engaging series of childhood recollections tells of an unconventional school in Tokyo during World War II that combined learning with fun, freedom, and love. The school had old railroad cars for classrooms and was run by an extraordinary man – its founder and headmaster, Sōsaku Kobayashi – who deeply valued children's independence, and who was a firm believer in freedom of expression and activity.",107.993,['Japan'],2023-12-08,0,114,['日本語'],Released,Totto-chan: The Little Girl at the Window,False,7.5,8
False,0,"['Animation', 'Adventure', 'Comedy', 'Family']",1059264,"The animated buddy movie follows the misadventures of Don, a runaway puppet with boundless imaginations, and DJ Doggy Dog, an abandoned plush looking for a friend, who cross paths in Central Park and team up against all odds for a epic friendship adventure in New York.",114.918,"['Belgium', 'France', 'Spain']",2023-09-01,311198,90,['English'],Released,The Inseparables,False,6.5,38
False,0,"['Drama', 'Romance']",1188808,"Abie mourns after the death of Michael. She finds solace from her supposedly soon-to-be father-in-law, Roldan, and starts falling for him. But when Michael returns, their world turns upside down.",147.839,['Philippines'],2023-11-03,0,92,[''],Released,Tuhog,False,7.0,2
False,200000000,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']",976573,"In a city where fire, water, land and air residents live together, a fiery young woman and a go-with-the-flow guy will discover something elemental: how much they have in common.",119.417,['United States of America'],2023-06-14,496000000,102,['English'],Released,Elemental,False,7.6,4515
False,205000000,"['Action', 'Adventure', 'Fantasy']",572802,"Black Manta seeks revenge on Aquaman for his father's death. Wielding the Black Trident's power, he becomes a formidable foe. To defend Atlantis, Arthur (Aquaman) forges an alliance with his imprisoned brother. They must protect the kingdom.",96.223,['United States of America'],2023-12-20,439381226,124,"['普通话', 'English', '한국어/조선말']",Released,Aquaman and the Lost Kingdom,False,6.7,2828
False,70000000,"['Action', 'Thriller', 'Crime']",926393,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.",107.377,"['Italy', 'United States of America']",2023-08-30,190000000,109,"['English', 'Italiano', 'Português']",Released,The Equalizer 3,False,7.3,2996
False,129000000,"['Action', 'Science Fiction', 'Horror']",615656,An exploratory dive into the deepest depths of the ocean of a daring research team spirals into chaos when a malevolent mining operation threatens their mission and forces them into a high-stakes battle for survival.,97.142,"['China', 'United States of America']",2023-08-02,384056482,116,['English'],Released,Meg 2: The Trench,False,6.5,3417
False,175000000,"['Animation', 'Family', 'Fantasy', 'Adventure']",1022796,"Asha, a sharp-witted idealist, makes a wish so powerful that it is answered by a cosmic force – a little ball of boundless energy called Star. Together, Asha and Star confront a most formidable foe - the ruler of Rosas, King Magnifico - to save her community and prove that when the will of one courageous human connects with the magic of the stars, wondrous things can happen.",105.558,['United States of America'],2023-11-13,254997360,95,['English'],Released,Wish,False,6.333,1469
False,0,"['Drama', 'Romance']",1135869,Kelas Bintang is back with this pack of drama called Salome.,102.959,['Indonesia'],2023-05-13,0,59,['Bahasa indonesia'],Released,Salome,False,10.0,1
False,220000000,"['Adventure', 'Action', 'Science Fiction']",298618,"When his attempt to save his family inadvertently alters the future, Barry Allen becomes trapped in a reality in which General Zod has returned and there are no Super Heroes to turn to. In order to save the world that he is in and return to the future that he knows, Barry's only hope is to race for his life. But will making the ultimate sacrifice be enough to reset the universe?",95.992,['United States of America'],2023-06-13,271333313,144,"['English', 'Español', 'Pусский']",Released,The Flash,False,6.692,4278
False,250000000,"['Science Fiction', 'Adventure', 'Action']",447365,"Peter Quill, still reeling from the loss of Gamora, must rally his team around him to defend the universe along with protecting one of their own. A mission that, if not completed successfully, could quite possibly lead to the end of the Guardians as we know them.",95.348,['United States of America'],2023-05-03,845600000,150,['English'],Released,Guardians of the Galaxy Vol. 3,False,8.0,6908
False,100000000,"['Action', 'Adventure', 'Thriller']",299054,"Armed with every weapon they can get their hands on and the skills to use them, The Expendables are the world’s last line of defense and the team that gets called when all other options are off the table. But new team members with new styles and tactics are going to give “new blood” a whole new meaning.",94.067,"['Bulgaria', 'France', 'United States of America']",2023-09-15,37917985,103,['English'],Released,Expend4bles,False,6.173,1540
False,35000000,"['Horror', 'Crime', 'Thriller']",934433,"Following the latest Ghostface killings, the four survivors leave Woodsboro behind and start a fresh chapter.",83.046,['United States of America'],2023-03-08,168961389,123,['English'],Released,Scream VI,False,7.03,2630
False,151000000,"['Adventure', 'Fantasy', 'Comedy']",493529,"A charming thief and a band of unlikely adventurers undertake an epic heist to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.",75.023,"['Canada', 'United States of America']",2023-03-23,208200000,134,['English'],Released,Dungeons & Dragons: Honor Among Thieves,False,7.354,3625
False,297000000,"['Adventure', 'Family', 'Fantasy', 'Romance']",447277,"The youngest of King Triton’s daughters, and the most defiant, Ariel longs to find out more about the world beyond the sea, and while visiting the surface, falls for the dashing Prince Eric. With mermaids forbidden to interact with humans, Ariel makes a deal with the evil sea witch, Ursula, which gives her a chance to experience life on land, but ultimately places her life – and her father’s crown – in jeopardy.",91.149,['United States of America'],2023-05-18,569626289,135,['English'],Released,The Little Mermaid,False,6.342,2937
False,30000000,"['Animation', 'Family', 'Action', 'Science Fiction', 'Comedy', 'Drama', 'Adventure']",893723,"A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups.",89.649,"['Canada', 'France', 'United States of America']",2023-09-21,202231360,92,"['English', 'Español']",Released,PAW Patrol: The Mighty Movie,False,7.02,458
False,0,"['Romance', 'Comedy', 'TV Movie']",1150521,"Mia Meijer gets ready for the Christmas Market Dutch Bake-Off and suspects that her grandmother, Ann, will walk away with the cherished Golden Rolling Pin thanks to her Kerststol, a traditional Dutch fruited Christmas bread. But Mia's world is rocked when she learns that Ann was having financial troubles and had to sell the land deed to the Windmill Way property in her family for generations. Making matters worse, the buyer is Mia's former boyfriend, property developer Brady Schaltz, who must let Mia and Ann know the Meijer family-owned heritage Dutch sawmill, renowned for the past 90 years for its fine millwork and beautiful wooden furniture, will be torn down to put up a luxurious resort.",81.083,"['Canada', 'United States of America']",2023-12-02,0,84,['English'],Released,Christmas on Windmill Way,False,6.196,28
False,15000000,"['Science Fiction', 'Horror', 'Action']",940721,"In postwar Japan, Godzilla brings new devastation to an already scorched landscape. With no military intervention or government help in sight, the survivors must join together in the face of despair and fight back against an unrelenting horror.",97.747,['Japan'],2023-11-03,115857413,124,"['English', '日本語']",Released,Godzilla Minus One,False,7.6,2347
False,75000000,"['Drama', 'Action']",677179,"After dominating the boxing world, Adonis Creed has thrived in his career and family life. When a childhood friend and former boxing prodigy, Damian Anderson, resurfaces after serving a long sentence in prison, he is eager to prove that he deserves his shot in the ring. The face-off between former friends is more than just a fight. To settle the score, Adonis must put his future on the line to battle Damian — a fighter with nothing to lose.",87.803,['United States of America'],2023-03-01,275300000,116,"['English', 'Español']",Released,Creed III,False,7.122,2523
False,0,"['Horror', 'Thriller', 'Action']",975022,"Eden goes to a coveted 'Heaven and Hell' party, hoping to get a letter of recommendation to an elite university from the wealthy parents of her classmate, but the party quickly turns into a fight for her life.",76.744,['United States of America'],2023-04-07,0,95,['English'],Released,You're Killing Me,False,5.8,33
False,60000000,"['Adventure', 'Action', 'Drama']",980489,The ultimate wish-fulfillment tale of a teenage Gran Turismo player whose gaming skills won him a series of Nissan competitions to become an actual professional racecar driver.,79.481,['United States of America'],2023-08-09,121700000,135,['English'],Released,Gran Turismo,False,7.8,2713
False,25000000,"['Romance', 'Comedy']",1072790,"After an amazing first date, Bea and Ben’s fiery attraction turns ice cold — until they find themselves unexpectedly reunited at a destination wedding in Australia. So they do what any two mature adults would do: pretend to be a couple.",90.452,['United States of America'],2023-12-21,214891370,103,['English'],Released,Anyone But You,False,6.939,2242
False,274800000,"['Science Fiction', 'Adventure', 'Action']",609681,"Carol Danvers, aka Captain Marvel, has reclaimed her identity from the tyrannical Kree and taken revenge on the Supreme Intelligence. But unintended consequences see Carol shouldering the burden of a destabilized universe. When her duties send her to an anomalous wormhole linked to a Kree revolutionary, her powers become entangled with that of Jersey City super-fan Kamala Khan, aka Ms. Marvel, and Carol’s estranged niece, now S.A.B.E.R. astronaut Captain Monica Rambeau. Together, this unlikely trio must team up and learn to work in concert to save the universe.",85.831,['United States of America'],2023-11-08,207089999,105,"['English', 'اردو']",Released,The Marvels,False,6.063,2714
False,294700000,"['Adventure', 'Action']",335977,"Finding himself in a new era, and approaching retirement, Indy wrestles with fitting into a world that seems to have outgrown him. But as the tentacles of an all-too-familiar evil return in the form of an old rival, Indy must don his hat and pick up his whip once more to make sure an ancient and powerful artifact doesn't fall into the wrong hands.",84.938,['United States of America'],2023-06-25,383963057,155,"['العربية', 'English', 'Français', 'Deutsch', 'Español']",Released,Indiana Jones and the Dial of Destiny,False,6.584,3390
False,0,"['Thriller', 'Action']",1153291,"A mysterious phone call will change the life of the writer Valentino Lombardi and his family. He will be violently harassed by a psychopath who will play the bloodiest and most macabre horror story with him. But that's not all, for years he has studied it and will take revenge by torturing anyone who meddles. They must fight to survive and face such an atrocity. Who is it? And what do you want?",92.18,['Venezuela'],2023-07-11,0,79,[],Released,Private call,False,7.0,2
False,14000000,"['Romance', 'Drama']",820525,"Besieged by writer’s block and the crushing breakup with Tessa, Hardin travels to Portugal in search of a woman he wronged in the past – and to find himself. Hoping to win back Tessa, he realizes he needs to change his ways before he can make the ultimate commitment.",83.777,['United States of America'],2023-09-13,10600000,93,"['English', 'Português']",Released,After Everything,False,6.898,856
False,0,"['History', 'Drama', 'War', 'Action']",768089,"Based on the true story of brothers Josef and Ctirad Mašín who, in 1953, tried to escape communist Czechoslovakia to join the US army in West Berlin.",80.61,"['Czech Republic', 'Germany', 'Slovakia']",2023-10-26,0,135,"['Deutsch', 'Český']",Released,Brothers,False,7.0,4
False,0,['Horror'],1122504,"Herma finds a powerful ring that possesses her when she tries it on; as her body transforms and mind begins to deteriorate, she must find a way out to save herself and her unborn baby.",82.326,[],2023-05-23,0,88,['English'],Released,Exorcism in Utero,False,5.9,18
False,0,"['Comedy', 'Drama']",961084,"When she arrived at the Elysée Palace, Bernadette Chirac expected to finally get the place she deserved, she who had always worked in the shadow of her husband to make him president. Put aside because she was considered too old-fashioned, Bernadette decided to take her revenge by becoming a major media figure.",65.382,['France'],2023-10-04,0,94,['Français'],Released,The President's Wife,False,6.298,124
False,0,"['Drama', 'Romance']",1190586,"Jeong-hee was living with a man due to a de facto marriage. One day, her daughter, Dam-hoi, returned from her study abroad. Dam-hoi always wears leggings. The soon-to-be stepdad, Byeong-min, who is usually a fan of leggings, pays attention to her daughter's clothes. Jeong-hee noticed it, so she also started wearing leggings to distract her young prospective husband.",81.507,['South Korea'],2023-07-13,0,99,['한국어/조선말'],Released,Leggings Mania,False,5.0,1
False,0,['Drama'],1146165,,69.769,['Indonesia'],2023-05-04,0,0,['Bahasa indonesia'],Released,Kucing Liar,False,2.0,1
False,100000000,"['Drama', 'Science Fiction', 'Action']",695721,"64 years before he becomes the tyrannical president of Panem, Coriolanus Snow sees a chance for a change in fortunes when he mentors Lucy Gray Baird, the female tribute from District 12.",82.471,"['Germany', 'United States of America']",2023-11-15,337371917,157,['English'],Released,The Hunger Games: The Ballad of Songbirds & Snakes,False,7.06,2747
False,5000000,"['Animation', 'Comedy', 'Adventure', 'Action']",1062807,"While under the guise of taking his family on a weekend winter getaway, Loid's attempt to make progress on his current mission Operation Strix proves difficult when Anya mistakenly gets involved and triggers events that threaten world peace.",80.461,['Japan'],2023-12-22,59256423,110,['日本語'],Released,SPY x FAMILY CODE: White,False,7.042,459
False,50000000,"['Animation', 'Adventure', 'Fantasy', 'Family', 'Drama']",508883,"While the Second World War rages, the teenage Mahito, haunted by his mother's tragic death, is relocated from Tokyo to the serene rural home of his new stepmother Natsuko, a woman who bears a striking resemblance to the boy's mother. As he tries to adjust, this strange new world grows even stranger following the appearance of a persistent gray heron, who perplexes and bedevils Mahito, dubbing him the ""long-awaited one.""",85.793,['Japan'],2023-07-14,294200000,124,['日本語'],Released,The Boy and the Heron,False,7.471,1858
False,15000000,"['Horror', 'Thriller']",713704,"A reunion between two estranged sisters gets cut short by the rise of flesh-possessing demons, thrusting them into a primal battle for survival as they face the most nightmarish version of family imaginable.",74.513,"['Ireland', 'New Zealand', 'United States of America']",2023-04-12,146700000,96,['English'],Released,Evil Dead Rise,False,6.943,3102
False,20000000,"['Horror', 'Mystery']",507089,"Recently fired and desperate for work, a troubled young man named Mike agrees to take a position as a night security guard at an abandoned theme restaurant: Freddy Fazbear's Pizzeria. But he soon discovers that nothing at Freddy's is what it seems.",91.955,['United States of America'],2023-10-25,294803785,110,['English'],Released,Five Nights at Freddy's,False,7.535,4086
False,80000000,"['Action', 'Adventure', 'Science Fiction']",670292,"Amid a future war between the human race and the forces of artificial intelligence, a hardened ex-special forces agent grieving the disappearance of his wife, is recruited to hunt down and kill the Creator, the elusive architect of advanced AI who has developed a mysterious weapon with the power to end the war—and mankind itself.",68.678,"['Canada', 'United States of America']",2023-09-27,104272136,134,"['English', '日本語', 'ภาษาไทย', 'Tiếng Việt']",Released,The Creator,False,7.093,3020
False,0,"['Romance', 'Comedy', 'TV Movie']",1100642,"Addie is a New York City chiropractor mistakenly receives a text from “Nana.” The accidental text turns into a loving friendship between the matronly Nana and Addie who now communicate regularly. Nana invites Addie to spend the holiday in Vermont. It is picture-postcard perfect and exactly as Nana described except for one surprise. Nana’s single son, James, a traveling doctor is also home for the holidays. Over three consecutive years, James and Addie are together during the holidays, though it isn’t until they are both single that they begin to see each other in a different light.",78.459,"['Canada', 'United States of America']",2023-10-21,0,85,['English'],Released,'Twas the Text Before Christmas,False,6.5,54
False,40000000,"['Action', 'Comedy', 'Romance']",868759,"Salt-of-the-earth Cole falls head over heels for enigmatic Sadie—but then makes the shocking discovery that she's a secret agent. Before they can decide on a second date, Cole and Sadie are swept away on an international adventure to save the world.",77.928,['United States of America'],2023-04-18,0,117,['English'],Released,Ghosted,False,6.9,1792
False,86000000,"['Animation', 'Fantasy', 'Action', 'Romance', 'Family']",496450,"After a guardian of magical jewels turns an awkward girl and a popular boy into superheroes, they can never reveal their identities — even to each other.",77.468,"['China', 'France']",2023-07-05,40208268,107,"['Français', 'English']",Released,"Miraculous: Ladybug & Cat Noir, The Movie",False,7.654,865
False,0,"['Adventure', 'Family']",1088563,"Flo and his trusted Collie pal Lassie spend the summer at Aunt Cosma's, alongside her foster children Kleo and Henry, and her dog Pippa. When local canines start disappearing, including Pippa, Lassie rallies the kids to solve the mystery.",84.664,['Germany'],2023-07-27,4918295,88,['Deutsch'],Released,Lassie: A New Adventure,False,6.9,17
False,125000000,"['Comedy', 'Action', 'Fantasy']",594767,"Billy Batson and his foster siblings, who transform into superheroes by saying ""Shazam!"", are forced to get back into action and fight the Daughters of Atlas, who they must stop from using a weapon that could destroy the world.",55.069,['United States of America'],2023-03-15,134038006,130,['English'],Released,Shazam! Fury of the Gods,False,6.52,3116
False,0,"['Action', 'Comedy']",1029575,"Dan Morgan is many things: a devoted husband, a loving father, a celebrated car salesman. He's also a former assassin. And when his past catches up to his present, he's forced to take his unsuspecting family on a road trip unlike any other.",75.664,['United States of America'],2023-12-14,0,118,"['English', 'Français']",Released,The Family Plan,False,7.262,1396
False,0,"['Drama', 'Comedy', 'Family']",1101734,"Akio Kanzaki’s job as head of human resources is wearing his nerves thinner and thinner. To make matters worse, he’s on the brink of divorce with his wife, and his relationship with his college-student daughter isn’t exactly smooth sailing. One day, he decides to drop in to Tokyo’s old-timey district to visit his mother Fukue. However, things seem a little off. His mother used to be always working with an apron on, but now she’s covered in stylish clothes, looking livelier than ever, and even in love! Akio becomes perplexed, feeling out of place in his own mother’s home, but after encountering kind, warm—and almost nosey—neighbors and a side of his mother he’d never seen before, Akio gradually starts to discover something he had lost sight of.",78.822,['Japan'],2023-09-01,0,111,['日本語'],Released,"Mom, Is That You?!",False,5.7,7
False,4500000,['Horror'],1008042,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.",74.547,"['Australia', 'United Kingdom']",2023-07-26,92000000,95,"['English', 'ελληνικά']",Released,Talk to Me,False,7.155,2984
False,0,"['Animation', 'Action', 'Adventure', 'Fantasy', 'Science Fiction']",1134424,"A story inspired by the original RAMAYANA, retold in a futuristic universe, involving brave warriors who possess ancient powers from another dimension.",73.802,['Thailand'],2023-10-11,0,90,['ภาษาไทย'],Released,Mantra Warrior: The Legend of The Eight Moons,False,7.6,66
False,0,"['Romance', 'Drama', 'Comedy']",988078,"After a year of long-distance, Raquel and Ares reunite on a steamy beach trip. Faced with fresh flirtations and insecurities, will their love prevail?",76.905,['Spain'],2023-06-23,0,110,['Español'],Released,Through My Window: Across the Sea,False,6.537,830
False,95000000,"['Animation', 'Family', 'Music', 'Fantasy', 'Comedy']",901362,"When Branch's brother, Floyd, is kidnapped for his musical talents by a pair of nefarious pop-star villains, Branch and Poppy embark on a harrowing and emotional journey to reunite the other brothers and rescue Floyd from a fate even worse than pop-culture obscurity.",77.463,['United States of America'],2023-10-12,207318137,91,['English'],Released,Trolls Band Together,False,7.316,854
False,30000000,"['Horror', 'Thriller']",807172,"Since his wife's death, Victor has raised his daughter Angela alone. After she and her friend return from a three-day disappearance with missing memories, they begin displaying frightening behavior reminiscent of the MacNeil possession fifty years prior.",48.904,['United States of America'],2023-10-04,136284218,111,"['English', '', 'Latin', 'Português']",Released,The Exorcist: Believer,False,5.916,1044
False,75000000,"['Animation', 'Comedy', 'Action', 'Science Fiction']",614930,"After years of being sheltered from the human world, the Turtle brothers set out to win the hearts of New Yorkers and be accepted as normal teenagers through heroic acts. Their new friend April O'Neil helps them take on a mysterious crime syndicate, but they soon get in over their heads when an army of mutants is unleashed upon them.",52.851,"['Canada', 'France', 'United States of America']",2023-07-31,180513586,100,"['English', '普通话']",Released,Teenage Mutant Ninja Turtles: Mutant Mayhem,False,7.242,1302
False,200000000,"['Crime', 'History', 'Drama']",466420,"When oil is discovered in 1920s Oklahoma under Osage Nation land, the Osage people are murdered one by one—until the FBI steps in to unravel the mystery.",74.056,['United States of America'],2023-10-18,156922344,206,"['Français', 'English', 'Latin']",Released,Killers of the Flower Moon,False,7.449,3306
False,18000000,"['Horror', 'Thriller']",758323,"Father Gabriele Amorth, Chief Exorcist of the Vatican, investigates a young boy's terrifying possession and ends up uncovering a centuries-old conspiracy the Vatican has desperately tried to keep hidden.",59.715,['United States of America'],2023-04-05,76987621,103,"['English', 'Fulfulde', 'Deutsch', 'Italiano', 'Latin', 'Português', 'Español']",Released,The Pope's Exorcist,False,6.978,2731
False,70000000,"['Animation', 'Family', 'Fantasy', 'Comedy']",1040148,"Ruby Gillman, a sweet and awkward high school student, discovers she's a direct descendant of the warrior kraken queens. The kraken are sworn to protect the oceans of the world against the vain, power-hungry mermaids. Destined to inherit the throne from her commanding grandmother, Ruby must use her newfound powers to protect those she loves most.",60.176,['United States of America'],2023-06-28,46247409,91,['English'],Released,"Ruby Gillman, Teenage Kraken",False,7.259,971
False,0,"['Animation', 'Comedy', 'Family']",1075794,"Jaded 74-year-old lizard Leo has been stuck in the same Florida classroom for decades with his terrarium-mate turtle. When he learns he only has one year left to live, he plans to escape to experience life on the outside but instead gets caught up in the problems of his anxious students — including an impossibly mean substitute teacher.",67.234,"['Australia', 'United States of America']",2023-11-17,0,102,['English'],Released,Leo,False,7.472,1158
