adult,budget,genres,id,overview,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,video,vote_average,vote_count
False,0,['Mystery'],373033,"The news anchor 'Soo-gyeong' unexpectedly meets up with her childhood friend 'Mi-soo'. Back when they were teenagers, they went to the baseball park and disappeared without a trace leaving only Soo-gyeong's painful memories of Mi-soo. And now, meeting Mi-soo again the once lively young girl has become someone completely different. Passing time together with her boyfriend 'Dong-min' Mi-soo's strange attitude starts to worry Soo-gyeong so that she pushes herself away and worries about how close Mi-soo and Dong-min have become...",1.287,['South Korea'],2015-12-10,0,92,['한국어/조선말'],Released,The File,False,5.0,2
False,0,"['Drama', 'Comedy']",366600,,0.772,[],2015-10-20,0,0,['Português'],Released,Linha De Fuga 2.0,False,0.0,0
False,0,['Documentary'],328087,"Javier Zanetti is one of the last legends of world football. In 1995, still a boy, leaves his Buenos Aires to go to play in Europe, in Inter Milan. Quickly he became the favorite one of Inter's supporters, and while the years pass,while many great players arrive at Inter without winning anything, he trains and fights every day with the same force as of the beginning. Until, at the age of 40, he wins what no other captain has ever won in the all history of Inter. The story of Javier Zanetti is told through the voices of teammates, coaches, journalists and personalities from the world of entertainment. And most importantly, by the great Argentine writer Albino Guaron,who has dedicated his last novel to Zanetti.",1.017,"['Argentina', 'Italy']",2015-02-27,0,80,['Italiano'],Released,Zanetti Story,False,6.9,19
False,0,"['Comedy', 'Romance']",671268,"Fercho and Balu come up with a creative plan to meet the girl across the street, an American exchange student from New York. The perfect plan goes unexpectedly out of control when uninvited guest show up.",0.772,"['Mexico', 'United States of America']",2015-01-01,0,85,['Español'],Released,Una gringa para cenar,False,5.0,2
False,0,['Comedy'],380424,"Sebahat and Melahat are best friends. They live in Trabzon, Turkey. One day, their husbands leave the village to go to Istanbul for work. While Sebahat and Melahat are waiting for them, they learn that their husbands are cheating on them in Istanbul.",0.772,['Turkey'],2015-04-17,0,0,['Türkçe'],Released,Sebahat & Melahat,False,2.0,2
False,0,['Comedy'],357994,,1.437,['Turkey'],2015-04-17,0,0,['Türkçe'],Released,Polis Akademisi Alaturka,False,3.5,8
False,0,"['Comedy', 'TV Movie']",746107,A couple faces unexpected parenting challenges when the father becomes a stay-at-home dad decides to home school their kids.,1.799,['United States of America'],2015-01-01,0,90,['English'],Released,Nerd Herd,False,0.0,0
False,300000,['Horror'],535145,Two parallel realities and a baby as the link between past and present.,1.037,[],2015-04-18,0,90,[],Released,The Final Haunting,False,4.7,3
False,0,"['Thriller', 'Crime', 'Drama', 'Horror']",408221,"Michael is a basically decent guy with a pregnant girlfriend, great friends - and one massive drug problem. Because he missed his own Las Vegas bachelor party being too stoned, his four besties decide to kidnap him for a weekend of roughing it in the California wilderness. Caught off guard by this surprise camping trip and his nose candy supply dwindling, Michael is shocked when his buddies start being ritually murdered one by one. Suspecting it’s the vicious drug dealer he cheated getting bloody revenge, Michael’s life swirls out of all control as the real truth is revealed.",0.967,"['United States of America', 'Denmark']",2015-04-11,0,85,['English'],Released,The Unraveling,False,5.4,9
False,0,['Science Fiction'],329856,"Martial law reigns over the city. On a routine check for terrorist activity in a high-rise apartment building, Hawkins, a capable police officer, and Argus, her heavily armoured android partner, stumble on a transaction they assume is the illegal narcotic fleck. But then, strange things begin to happen to the building and its residents.",1.799,['United States of America'],2015-03-10,0,85,['English'],Released,Robot Revolution,False,2.5,4
False,0,"['Adventure', 'Animation', 'Family']",324978,"Set in 1952 Grey Rocks – a centuries old town that was famous 250 years ago as a favored port of pirates – Pirate’s Passage follows the story of 12-year-old Jim. Fraught by the death of his father and forced to endure schoolyard bullying each day, Jim manages to carry on, buoyed by his optimistic imagination and fueled by his sense of adventure. The sudden arrival of Captain Johnson, whose small sailboat has been thrown off course by a storm, changes Jim’s life.  The Captain quickly becomes a mentor and friend to Jim, giving him extraordinary lessons in self-reliance and determination. Soon, Jim develops a liberating self-assurance that so deeply touches the Captain that he allows Jim to see evidence that the Captain may be more than meets the eye. Is Captain Johnson the same Charles Johnson who was a pirate there two hundred years ago? The lad goes with him on a literal journey into the past to find out and emerges able to navigate the course of his life.",0.987,['Canada'],2015-01-04,0,88,['English'],Released,Pirate's Passage,False,5.8,18
False,0,[],499876,"A genderqueer widow carries a child using their late wife's embryo, creating a family that will forever link them to the love of their life.",1.227,['United States of America'],2015-05-23,0,12,['English'],Released,MA / DDY,False,1.0,1
False,0,"['Family', 'Drama']",362732,"After a run in with the Law, Aylin a 17yr old muslim Girl part of the Turkish diaspora in Germany finds herself sentenced to community service at an out of town horse stable. Beset by trouble at home and school, it is here that she, despite all odds is set on the road to self-discovery. As the pace quickens her blossoming relationship with the Stallion Hördur and her fledgling dreams are tested to breaking point. Can Aylin build a bridge between worlds? And if she can will others follow?",0.818,['Germany'],2015-10-29,0,80,['Deutsch'],Released,Hördur - Between the Worlds,False,6.0,4
False,0,['Horror'],336192,"A Malay horror film based on a true story about a pregnant lady who lost her unborn child while she was attempting to escape by running through the oil palm estate. After a group of people found her unconscious in the estate, she seemed to be possessed by something and weird things started happening. The baby was said to still be alive but unseen.",0.977,['Malaysia'],2015-03-26,0,86,['Bahasa melayu'],Released,Jengka,False,6.0,1
False,0,['Horror'],670091,"The “Mukuro Trilogy” is a splatter anthology that consists of three short films by director Katsumi Sasaki, with each short being tied together with the similar theme of extreme violence leading to an equally violent revenge.",0.946,['Japan'],2015-07-09,0,70,['日本語'],Released,Mukuro Trilogy,False,0.0,0
False,0,"['Drama', 'Comedy']",486797,"Two estranged sisters are reunited back at their childhood home after going their own separate ways, only to discover that some bonds can never be repaired.",0.77,[],2015-06-08,0,13,[],Released,Almost Not Beautiful,False,1.5,2
False,0,"['Documentary', 'Drama']",335844,"Before he became one of the world's greatest boxers, Emmanuel ""Manny"" Pacquiao was a young boy living a hand-to-mouth existence, trying to survive from one day to the next. When he discovers his natural talent for boxing, he embarks on a brutal and intense journey that takes him from the mountains of the Philippines to the streets of Manila, and must risk everything to become a champion - for himself, his family, and his country.",0.786,['Philippines'],2015-04-15,0,109,['English'],Released,Kid Kulafu,False,6.0,3
False,0,"['History', 'Documentary']",326299,"Marcia, granddaughter of Salvador Allende, the first democratic socialist president who was overthrown by the Army in September 1973, seeks to reconstruct the personal and familiar image of her grandfather, buried by his historical person, her exile and the family pain.",1.467,"['Chile', 'Mexico']",2015-12-09,0,90,['Español'],Released,Beyond My Grandfather Allende,False,6.9,9
False,0,['Comedy'],380057,"Mixing his spontaneous creativity and absurd view of the world, stand-up comic Rory Scovel performs his first special in Charleston, South Carolina.",0.847,[],2015-10-27,0,58,['English'],Released,Rory Scovel: The Charleston Special,False,7.1,5
